,0
1459,"[[0], [2, 3], [2, 4], [3, 4]]"
1460,"[[0], [2, 3], [2, 4], [1, 3, 4]]"
1461,"[[0], [2, 3], [3, 4], [1, 2, 4]]"
1462,"[[0], [2, 3], [1, 2, 4], [1, 3, 4]]"
1463,"[[0], [2, 4], [3, 4], [1, 2, 3]]"
1464,"[[0], [2, 4], [1, 2, 3], [1, 3, 4]]"
1465,"[[0], [3, 4], [1, 2, 3], [1, 2, 4]]"
1466,"[[0], [1, 2, 3], [1, 2, 4], [1, 3, 4]]"
1467,"[[0], [1, 2, 3], [1, 2, 4], [2, 3, 4]]"
1468,"[[0], [1, 2, 3], [1, 3, 4], [2, 3, 4]]"
1469,"[[0], [1, 2, 4], [1, 3, 4], [2, 3, 4]]"
1470,"[[1], [2], [3], [4]]"
1471,"[[1], [2], [3], [0, 4]]"
1472,"[[1], [2], [4], [0, 3]]"
1473,"[[1], [2], [0, 3], [0, 4]]"
1474,"[[1], [2], [0, 3], [3, 4]]"
1475,"[[1], [2], [0, 4], [3, 4]]"
1476,"[[1], [3], [4], [0, 2]]"
1477,"[[1], [3], [0, 2], [0, 4]]"
1478,"[[1], [3], [0, 2], [2, 4]]"
1479,"[[1], [3], [0, 4], [2, 4]]"
1480,"[[1], [4], [0, 2], [0, 3]]"
1481,"[[1], [4], [0, 2], [2, 3]]"
1482,"[[1], [4], [0, 3], [2, 3]]"
1483,"[[1], [0, 2], [0, 3], [0, 4]]"
1484,"[[1], [0, 2], [0, 3], [2, 3]]"
1485,"[[1], [0, 2], [0, 3], [2, 4]]"
1486,"[[1], [0, 2], [0, 3], [3, 4]]"
1487,"[[1], [0, 2], [0, 3], [2, 3, 4]]"
1488,"[[1], [0, 2], [0, 4], [2, 3]]"
1489,"[[1], [0, 2], [0, 4], [2, 4]]"
1490,"[[1], [0, 2], [0, 4], [3, 4]]"
1491,"[[1], [0, 2], [0, 4], [2, 3, 4]]"
1492,"[[1], [0, 2], [2, 3], [2, 4]]"
1493,"[[1], [0, 2], [2, 3], [3, 4]]"
1494,"[[1], [0, 2], [2, 3], [0, 3, 4]]"
1495,"[[1], [0, 2], [2, 4], [3, 4]]"
1496,"[[1], [0, 2], [2, 4], [0, 3, 4]]"
1497,"[[1], [0, 2], [0, 3, 4], [2, 3, 4]]"
1498,"[[1], [0, 3], [0, 4], [2, 3]]"
1499,"[[1], [0, 3], [0, 4], [2, 4]]"
1500,"[[1], [0, 3], [0, 4], [3, 4]]"
1501,"[[1], [0, 3], [0, 4], [2, 3, 4]]"
1502,"[[1], [0, 3], [2, 3], [2, 4]]"
1503,"[[1], [0, 3], [2, 3], [3, 4]]"
1504,"[[1], [0, 3], [2, 3], [0, 2, 4]]"
1505,"[[1], [0, 3], [2, 4], [3, 4]]"
1506,"[[1], [0, 3], [3, 4], [0, 2, 4]]"
1507,"[[1], [0, 3], [0, 2, 4], [2, 3, 4]]"
1508,"[[1], [0, 4], [2, 3], [2, 4]]"
1509,"[[1], [0, 4], [2, 3], [3, 4]]"
1510,"[[1], [0, 4], [2, 4], [3, 4]]"
1511,"[[1], [0, 4], [2, 4], [0, 2, 3]]"
1512,"[[1], [0, 4], [3, 4], [0, 2, 3]]"
1513,"[[1], [0, 4], [0, 2, 3], [2, 3, 4]]"
1514,"[[1], [2, 3], [2, 4], [3, 4]]"
1515,"[[1], [2, 3], [2, 4], [0, 3, 4]]"
1516,"[[1], [2, 3], [3, 4], [0, 2, 4]]"
1517,"[[1], [2, 3], [0, 2, 4], [0, 3, 4]]"
1518,"[[1], [2, 4], [3, 4], [0, 2, 3]]"
1519,"[[1], [2, 4], [0, 2, 3], [0, 3, 4]]"
1520,"[[1], [3, 4], [0, 2, 3], [0, 2, 4]]"
1521,"[[1], [0, 2, 3], [0, 2, 4], [0, 3, 4]]"
1522,"[[1], [0, 2, 3], [0, 2, 4], [2, 3, 4]]"
1523,"[[1], [0, 2, 3], [0, 3, 4], [2, 3, 4]]"
1524,"[[1], [0, 2, 4], [0, 3, 4], [2, 3, 4]]"
1525,"[[2], [3], [4], [0, 1]]"
1526,"[[2], [3], [0, 1], [0, 4]]"
1527,"[[2], [3], [0, 1], [1, 4]]"
1528,"[[2], [3], [0, 4], [1, 4]]"
1529,"[[2], [4], [0, 1], [0, 3]]"
1530,"[[2], [4], [0, 1], [1, 3]]"
1531,"[[2], [4], [0, 3], [1, 3]]"
1532,"[[2], [0, 1], [0, 3], [0, 4]]"
1533,"[[2], [0, 1], [0, 3], [1, 3]]"
1534,"[[2], [0, 1], [0, 3], [1, 4]]"
1535,"[[2], [0, 1], [0, 3], [3, 4]]"
1536,"[[2], [0, 1], [0, 3], [1, 3, 4]]"
1537,"[[2], [0, 1], [0, 4], [1, 3]]"
1538,"[[2], [0, 1], [0, 4], [1, 4]]"
1539,"[[2], [0, 1], [0, 4], [3, 4]]"
1540,"[[2], [0, 1], [0, 4], [1, 3, 4]]"
1541,"[[2], [0, 1], [1, 3], [1, 4]]"
1542,"[[2], [0, 1], [1, 3], [3, 4]]"
1543,"[[2], [0, 1], [1, 3], [0, 3, 4]]"
1544,"[[2], [0, 1], [1, 4], [3, 4]]"
1545,"[[2], [0, 1], [1, 4], [0, 3, 4]]"
1546,"[[2], [0, 1], [0, 3, 4], [1, 3, 4]]"
1547,"[[2], [0, 3], [0, 4], [1, 3]]"
1548,"[[2], [0, 3], [0, 4], [1, 4]]"
1549,"[[2], [0, 3], [0, 4], [3, 4]]"
1550,"[[2], [0, 3], [0, 4], [1, 3, 4]]"
1551,"[[2], [0, 3], [1, 3], [1, 4]]"
1552,"[[2], [0, 3], [1, 3], [3, 4]]"
1553,"[[2], [0, 3], [1, 3], [0, 1, 4]]"
1554,"[[2], [0, 3], [1, 4], [3, 4]]"
1555,"[[2], [0, 3], [3, 4], [0, 1, 4]]"
1556,"[[2], [0, 3], [0, 1, 4], [1, 3, 4]]"
1557,"[[2], [0, 4], [1, 3], [1, 4]]"
1558,"[[2], [0, 4], [1, 3], [3, 4]]"
1559,"[[2], [0, 4], [1, 4], [3, 4]]"
1560,"[[2], [0, 4], [1, 4], [0, 1, 3]]"
1561,"[[2], [0, 4], [3, 4], [0, 1, 3]]"
1562,"[[2], [0, 4], [0, 1, 3], [1, 3, 4]]"
1563,"[[2], [1, 3], [1, 4], [3, 4]]"
1564,"[[2], [1, 3], [1, 4], [0, 3, 4]]"
1565,"[[2], [1, 3], [3, 4], [0, 1, 4]]"
1566,"[[2], [1, 3], [0, 1, 4], [0, 3, 4]]"
1567,"[[2], [1, 4], [3, 4], [0, 1, 3]]"
1568,"[[2], [1, 4], [0, 1, 3], [0, 3, 4]]"
1569,"[[2], [3, 4], [0, 1, 3], [0, 1, 4]]"
1570,"[[2], [0, 1, 3], [0, 1, 4], [0, 3, 4]]"
1571,"[[2], [0, 1, 3], [0, 1, 4], [1, 3, 4]]"
1572,"[[2], [0, 1, 3], [0, 3, 4], [1, 3, 4]]"
1573,"[[2], [0, 1, 4], [0, 3, 4], [1, 3, 4]]"
1574,"[[3], [4], [0, 1], [0, 2]]"
1575,"[[3], [4], [0, 1], [1, 2]]"
1576,"[[3], [4], [0, 2], [1, 2]]"
1577,"[[3], [0, 1], [0, 2], [0, 4]]"
1578,"[[3], [0, 1], [0, 2], [1, 2]]"
1579,"[[3], [0, 1], [0, 2], [1, 4]]"
1580,"[[3], [0, 1], [0, 2], [2, 4]]"
1581,"[[3], [0, 1], [0, 2], [1, 2, 4]]"
1582,"[[3], [0, 1], [0, 4], [1, 2]]"
1583,"[[3], [0, 1], [0, 4], [1, 4]]"
1584,"[[3], [0, 1], [0, 4], [2, 4]]"
1585,"[[3], [0, 1], [0, 4], [1, 2, 4]]"
1586,"[[3], [0, 1], [1, 2], [1, 4]]"
1587,"[[3], [0, 1], [1, 2], [2, 4]]"
1588,"[[3], [0, 1], [1, 2], [0, 2, 4]]"
1589,"[[3], [0, 1], [1, 4], [2, 4]]"
1590,"[[3], [0, 1], [1, 4], [0, 2, 4]]"
1591,"[[3], [0, 1], [0, 2, 4], [1, 2, 4]]"
1592,"[[3], [0, 2], [0, 4], [1, 2]]"
1593,"[[3], [0, 2], [0, 4], [1, 4]]"
1594,"[[3], [0, 2], [0, 4], [2, 4]]"
1595,"[[3], [0, 2], [0, 4], [1, 2, 4]]"
1596,"[[3], [0, 2], [1, 2], [1, 4]]"
1597,"[[3], [0, 2], [1, 2], [2, 4]]"
1598,"[[3], [0, 2], [1, 2], [0, 1, 4]]"
1599,"[[3], [0, 2], [1, 4], [2, 4]]"
1600,"[[3], [0, 2], [2, 4], [0, 1, 4]]"
1601,"[[3], [0, 2], [0, 1, 4], [1, 2, 4]]"
1602,"[[3], [0, 4], [1, 2], [1, 4]]"
1603,"[[3], [0, 4], [1, 2], [2, 4]]"
1604,"[[3], [0, 4], [1, 4], [2, 4]]"
1605,"[[3], [0, 4], [1, 4], [0, 1, 2]]"
1606,"[[3], [0, 4], [2, 4], [0, 1, 2]]"
1607,"[[3], [0, 4], [0, 1, 2], [1, 2, 4]]"
1608,"[[3], [1, 2], [1, 4], [2, 4]]"
1609,"[[3], [1, 2], [1, 4], [0, 2, 4]]"
1610,"[[3], [1, 2], [2, 4], [0, 1, 4]]"
1611,"[[3], [1, 2], [0, 1, 4], [0, 2, 4]]"
1612,"[[3], [1, 4], [2, 4], [0, 1, 2]]"
1613,"[[3], [1, 4], [0, 1, 2], [0, 2, 4]]"
1614,"[[3], [2, 4], [0, 1, 2], [0, 1, 4]]"
1615,"[[3], [0, 1, 2], [0, 1, 4], [0, 2, 4]]"
1616,"[[3], [0, 1, 2], [0, 1, 4], [1, 2, 4]]"
1617,"[[3], [0, 1, 2], [0, 2, 4], [1, 2, 4]]"
1618,"[[3], [0, 1, 4], [0, 2, 4], [1, 2, 4]]"
1619,"[[4], [0, 1], [0, 2], [0, 3]]"
1620,"[[4], [0, 1], [0, 2], [1, 2]]"
1621,"[[4], [0, 1], [0, 2], [1, 3]]"
1622,"[[4], [0, 1], [0, 2], [2, 3]]"
1623,"[[4], [0, 1], [0, 2], [1, 2, 3]]"
1624,"[[4], [0, 1], [0, 3], [1, 2]]"
1625,"[[4], [0, 1], [0, 3], [1, 3]]"
1626,"[[4], [0, 1], [0, 3], [2, 3]]"
1627,"[[4], [0, 1], [0, 3], [1, 2, 3]]"
1628,"[[4], [0, 1], [1, 2], [1, 3]]"
1629,"[[4], [0, 1], [1, 2], [2, 3]]"
1630,"[[4], [0, 1], [1, 2], [0, 2, 3]]"
1631,"[[4], [0, 1], [1, 3], [2, 3]]"
1632,"[[4], [0, 1], [1, 3], [0, 2, 3]]"
1633,"[[4], [0, 1], [0, 2, 3], [1, 2, 3]]"
1634,"[[4], [0, 2], [0, 3], [1, 2]]"
1635,"[[4], [0, 2], [0, 3], [1, 3]]"
1636,"[[4], [0, 2], [0, 3], [2, 3]]"
1637,"[[4], [0, 2], [0, 3], [1, 2, 3]]"
1638,"[[4], [0, 2], [1, 2], [1, 3]]"
1639,"[[4], [0, 2], [1, 2], [2, 3]]"
1640,"[[4], [0, 2], [1, 2], [0, 1, 3]]"
1641,"[[4], [0, 2], [1, 3], [2, 3]]"
1642,"[[4], [0, 2], [2, 3], [0, 1, 3]]"
1643,"[[4], [0, 2], [0, 1, 3], [1, 2, 3]]"
1644,"[[4], [0, 3], [1, 2], [1, 3]]"
1645,"[[4], [0, 3], [1, 2], [2, 3]]"
1646,"[[4], [0, 3], [1, 3], [2, 3]]"
1647,"[[4], [0, 3], [1, 3], [0, 1, 2]]"
1648,"[[4], [0, 3], [2, 3], [0, 1, 2]]"
1649,"[[4], [0, 3], [0, 1, 2], [1, 2, 3]]"
1650,"[[4], [1, 2], [1, 3], [2, 3]]"
1651,"[[4], [1, 2], [1, 3], [0, 2, 3]]"
1652,"[[4], [1, 2], [2, 3], [0, 1, 3]]"
1653,"[[4], [1, 2], [0, 1, 3], [0, 2, 3]]"
1654,"[[4], [1, 3], [2, 3], [0, 1, 2]]"
1655,"[[4], [1, 3], [0, 1, 2], [0, 2, 3]]"
1656,"[[4], [2, 3], [0, 1, 2], [0, 1, 3]]"
1657,"[[4], [0, 1, 2], [0, 1, 3], [0, 2, 3]]"
1658,"[[4], [0, 1, 2], [0, 1, 3], [1, 2, 3]]"
1659,"[[4], [0, 1, 2], [0, 2, 3], [1, 2, 3]]"
1660,"[[4], [0, 1, 3], [0, 2, 3], [1, 2, 3]]"
1661,"[[0, 1], [0, 2], [0, 3], [0, 4]]"
1662,"[[0, 1], [0, 2], [0, 3], [1, 2]]"
1663,"[[0, 1], [0, 2], [0, 3], [1, 3]]"
1664,"[[0, 1], [0, 2], [0, 3], [1, 4]]"
1665,"[[0, 1], [0, 2], [0, 3], [2, 3]]"
1666,"[[0, 1], [0, 2], [0, 3], [2, 4]]"
1667,"[[0, 1], [0, 2], [0, 3], [3, 4]]"
1668,"[[0, 1], [0, 2], [0, 3], [1, 2, 3]]"
1669,"[[0, 1], [0, 2], [0, 3], [1, 2, 4]]"
1670,"[[0, 1], [0, 2], [0, 3], [1, 3, 4]]"
1671,"[[0, 1], [0, 2], [0, 3], [2, 3, 4]]"
1672,"[[0, 1], [0, 2], [0, 3], [1, 2, 3, 4]]"
1673,"[[0, 1], [0, 2], [0, 4], [1, 2]]"
1674,"[[0, 1], [0, 2], [0, 4], [1, 3]]"
1675,"[[0, 1], [0, 2], [0, 4], [1, 4]]"
1676,"[[0, 1], [0, 2], [0, 4], [2, 3]]"
1677,"[[0, 1], [0, 2], [0, 4], [2, 4]]"
1678,"[[0, 1], [0, 2], [0, 4], [3, 4]]"
1679,"[[0, 1], [0, 2], [0, 4], [1, 2, 3]]"
1680,"[[0, 1], [0, 2], [0, 4], [1, 2, 4]]"
1681,"[[0, 1], [0, 2], [0, 4], [1, 3, 4]]"
1682,"[[0, 1], [0, 2], [0, 4], [2, 3, 4]]"
1683,"[[0, 1], [0, 2], [0, 4], [1, 2, 3, 4]]"
1684,"[[0, 1], [0, 2], [1, 2], [1, 3]]"
1685,"[[0, 1], [0, 2], [1, 2], [1, 4]]"
1686,"[[0, 1], [0, 2], [1, 2], [2, 3]]"
1687,"[[0, 1], [0, 2], [1, 2], [2, 4]]"
1688,"[[0, 1], [0, 2], [1, 2], [3, 4]]"
1689,"[[0, 1], [0, 2], [1, 2], [0, 3, 4]]"
1690,"[[0, 1], [0, 2], [1, 2], [1, 3, 4]]"
1691,"[[0, 1], [0, 2], [1, 2], [2, 3, 4]]"
1692,"[[0, 1], [0, 2], [1, 3], [1, 4]]"
1693,"[[0, 1], [0, 2], [1, 3], [2, 3]]"
1694,"[[0, 1], [0, 2], [1, 3], [2, 4]]"
1695,"[[0, 1], [0, 2], [1, 3], [3, 4]]"
1696,"[[0, 1], [0, 2], [1, 3], [0, 3, 4]]"
1697,"[[0, 1], [0, 2], [1, 3], [1, 2, 4]]"
1698,"[[0, 1], [0, 2], [1, 3], [2, 3, 4]]"
1699,"[[0, 1], [0, 2], [1, 4], [2, 3]]"
1700,"[[0, 1], [0, 2], [1, 4], [2, 4]]"
1701,"[[0, 1], [0, 2], [1, 4], [3, 4]]"
1702,"[[0, 1], [0, 2], [1, 4], [0, 3, 4]]"
1703,"[[0, 1], [0, 2], [1, 4], [1, 2, 3]]"
1704,"[[0, 1], [0, 2], [1, 4], [2, 3, 4]]"
1705,"[[0, 1], [0, 2], [2, 3], [2, 4]]"
1706,"[[0, 1], [0, 2], [2, 3], [3, 4]]"
1707,"[[0, 1], [0, 2], [2, 3], [0, 3, 4]]"
1708,"[[0, 1], [0, 2], [2, 3], [1, 2, 4]]"
1709,"[[0, 1], [0, 2], [2, 3], [1, 3, 4]]"
1710,"[[0, 1], [0, 2], [2, 4], [3, 4]]"
1711,"[[0, 1], [0, 2], [2, 4], [0, 3, 4]]"
1712,"[[0, 1], [0, 2], [2, 4], [1, 2, 3]]"
1713,"[[0, 1], [0, 2], [2, 4], [1, 3, 4]]"
1714,"[[0, 1], [0, 2], [3, 4], [1, 2, 3]]"
1715,"[[0, 1], [0, 2], [3, 4], [1, 2, 4]]"
1716,"[[0, 1], [0, 2], [0, 3, 4], [1, 2, 3]]"
1717,"[[0, 1], [0, 2], [0, 3, 4], [1, 2, 4]]"
1718,"[[0, 1], [0, 2], [0, 3, 4], [1, 3, 4]]"
1719,"[[0, 1], [0, 2], [0, 3, 4], [2, 3, 4]]"
1720,"[[0, 1], [0, 2], [0, 3, 4], [1, 2, 3, 4]]"
1721,"[[0, 1], [0, 2], [1, 2, 3], [1, 2, 4]]"
1722,"[[0, 1], [0, 2], [1, 2, 3], [1, 3, 4]]"
1723,"[[0, 1], [0, 2], [1, 2, 3], [2, 3, 4]]"
1724,"[[0, 1], [0, 2], [1, 2, 4], [1, 3, 4]]"
1725,"[[0, 1], [0, 2], [1, 2, 4], [2, 3, 4]]"
1726,"[[0, 1], [0, 2], [1, 3, 4], [2, 3, 4]]"
1727,"[[0, 1], [0, 3], [0, 4], [1, 2]]"
1728,"[[0, 1], [0, 3], [0, 4], [1, 3]]"
1729,"[[0, 1], [0, 3], [0, 4], [1, 4]]"
1730,"[[0, 1], [0, 3], [0, 4], [2, 3]]"
1731,"[[0, 1], [0, 3], [0, 4], [2, 4]]"
1732,"[[0, 1], [0, 3], [0, 4], [3, 4]]"
1733,"[[0, 1], [0, 3], [0, 4], [1, 2, 3]]"
1734,"[[0, 1], [0, 3], [0, 4], [1, 2, 4]]"
1735,"[[0, 1], [0, 3], [0, 4], [1, 3, 4]]"
1736,"[[0, 1], [0, 3], [0, 4], [2, 3, 4]]"
1737,"[[0, 1], [0, 3], [0, 4], [1, 2, 3, 4]]"
1738,"[[0, 1], [0, 3], [1, 2], [1, 3]]"
1739,"[[0, 1], [0, 3], [1, 2], [1, 4]]"
1740,"[[0, 1], [0, 3], [1, 2], [2, 3]]"
1741,"[[0, 1], [0, 3], [1, 2], [2, 4]]"
1742,"[[0, 1], [0, 3], [1, 2], [3, 4]]"
1743,"[[0, 1], [0, 3], [1, 2], [0, 2, 4]]"
1744,"[[0, 1], [0, 3], [1, 2], [1, 3, 4]]"
1745,"[[0, 1], [0, 3], [1, 2], [2, 3, 4]]"
1746,"[[0, 1], [0, 3], [1, 3], [1, 4]]"
1747,"[[0, 1], [0, 3], [1, 3], [2, 3]]"
1748,"[[0, 1], [0, 3], [1, 3], [2, 4]]"
1749,"[[0, 1], [0, 3], [1, 3], [3, 4]]"
1750,"[[0, 1], [0, 3], [1, 3], [0, 2, 4]]"
1751,"[[0, 1], [0, 3], [1, 3], [1, 2, 4]]"
1752,"[[0, 1], [0, 3], [1, 3], [2, 3, 4]]"
1753,"[[0, 1], [0, 3], [1, 4], [2, 3]]"
1754,"[[0, 1], [0, 3], [1, 4], [2, 4]]"
1755,"[[0, 1], [0, 3], [1, 4], [3, 4]]"
1756,"[[0, 1], [0, 3], [1, 4], [0, 2, 4]]"
1757,"[[0, 1], [0, 3], [1, 4], [1, 2, 3]]"
1758,"[[0, 1], [0, 3], [1, 4], [2, 3, 4]]"
1759,"[[0, 1], [0, 3], [2, 3], [2, 4]]"
1760,"[[0, 1], [0, 3], [2, 3], [3, 4]]"
1761,"[[0, 1], [0, 3], [2, 3], [0, 2, 4]]"
1762,"[[0, 1], [0, 3], [2, 3], [1, 2, 4]]"
1763,"[[0, 1], [0, 3], [2, 3], [1, 3, 4]]"
1764,"[[0, 1], [0, 3], [2, 4], [3, 4]]"
1765,"[[0, 1], [0, 3], [2, 4], [1, 2, 3]]"
1766,"[[0, 1], [0, 3], [2, 4], [1, 3, 4]]"
1767,"[[0, 1], [0, 3], [3, 4], [0, 2, 4]]"
1768,"[[0, 1], [0, 3], [3, 4], [1, 2, 3]]"
1769,"[[0, 1], [0, 3], [3, 4], [1, 2, 4]]"
1770,"[[0, 1], [0, 3], [0, 2, 4], [1, 2, 3]]"
1771,"[[0, 1], [0, 3], [0, 2, 4], [1, 2, 4]]"
1772,"[[0, 1], [0, 3], [0, 2, 4], [1, 3, 4]]"
1773,"[[0, 1], [0, 3], [0, 2, 4], [2, 3, 4]]"
1774,"[[0, 1], [0, 3], [0, 2, 4], [1, 2, 3, 4]]"
1775,"[[0, 1], [0, 3], [1, 2, 3], [1, 2, 4]]"
1776,"[[0, 1], [0, 3], [1, 2, 3], [1, 3, 4]]"
1777,"[[0, 1], [0, 3], [1, 2, 3], [2, 3, 4]]"
1778,"[[0, 1], [0, 3], [1, 2, 4], [1, 3, 4]]"
1779,"[[0, 1], [0, 3], [1, 2, 4], [2, 3, 4]]"
1780,"[[0, 1], [0, 3], [1, 3, 4], [2, 3, 4]]"
1781,"[[0, 1], [0, 4], [1, 2], [1, 3]]"
1782,"[[0, 1], [0, 4], [1, 2], [1, 4]]"
1783,"[[0, 1], [0, 4], [1, 2], [2, 3]]"
1784,"[[0, 1], [0, 4], [1, 2], [2, 4]]"
1785,"[[0, 1], [0, 4], [1, 2], [3, 4]]"
1786,"[[0, 1], [0, 4], [1, 2], [0, 2, 3]]"
1787,"[[0, 1], [0, 4], [1, 2], [1, 3, 4]]"
1788,"[[0, 1], [0, 4], [1, 2], [2, 3, 4]]"
1789,"[[0, 1], [0, 4], [1, 3], [1, 4]]"
1790,"[[0, 1], [0, 4], [1, 3], [2, 3]]"
1791,"[[0, 1], [0, 4], [1, 3], [2, 4]]"
1792,"[[0, 1], [0, 4], [1, 3], [3, 4]]"
1793,"[[0, 1], [0, 4], [1, 3], [0, 2, 3]]"
1794,"[[0, 1], [0, 4], [1, 3], [1, 2, 4]]"
1795,"[[0, 1], [0, 4], [1, 3], [2, 3, 4]]"
1796,"[[0, 1], [0, 4], [1, 4], [2, 3]]"
1797,"[[0, 1], [0, 4], [1, 4], [2, 4]]"
1798,"[[0, 1], [0, 4], [1, 4], [3, 4]]"
1799,"[[0, 1], [0, 4], [1, 4], [0, 2, 3]]"
1800,"[[0, 1], [0, 4], [1, 4], [1, 2, 3]]"
1801,"[[0, 1], [0, 4], [1, 4], [2, 3, 4]]"
1802,"[[0, 1], [0, 4], [2, 3], [2, 4]]"
1803,"[[0, 1], [0, 4], [2, 3], [3, 4]]"
1804,"[[0, 1], [0, 4], [2, 3], [1, 2, 4]]"
1805,"[[0, 1], [0, 4], [2, 3], [1, 3, 4]]"
1806,"[[0, 1], [0, 4], [2, 4], [3, 4]]"
1807,"[[0, 1], [0, 4], [2, 4], [0, 2, 3]]"
1808,"[[0, 1], [0, 4], [2, 4], [1, 2, 3]]"
1809,"[[0, 1], [0, 4], [2, 4], [1, 3, 4]]"
1810,"[[0, 1], [0, 4], [3, 4], [0, 2, 3]]"
1811,"[[0, 1], [0, 4], [3, 4], [1, 2, 3]]"
1812,"[[0, 1], [0, 4], [3, 4], [1, 2, 4]]"
1813,"[[0, 1], [0, 4], [0, 2, 3], [1, 2, 3]]"
1814,"[[0, 1], [0, 4], [0, 2, 3], [1, 2, 4]]"
1815,"[[0, 1], [0, 4], [0, 2, 3], [1, 3, 4]]"
1816,"[[0, 1], [0, 4], [0, 2, 3], [2, 3, 4]]"
1817,"[[0, 1], [0, 4], [0, 2, 3], [1, 2, 3, 4]]"
1818,"[[0, 1], [0, 4], [1, 2, 3], [1, 2, 4]]"
1819,"[[0, 1], [0, 4], [1, 2, 3], [1, 3, 4]]"
1820,"[[0, 1], [0, 4], [1, 2, 3], [2, 3, 4]]"
1821,"[[0, 1], [0, 4], [1, 2, 4], [1, 3, 4]]"
1822,"[[0, 1], [0, 4], [1, 2, 4], [2, 3, 4]]"
1823,"[[0, 1], [0, 4], [1, 3, 4], [2, 3, 4]]"
1824,"[[0, 1], [1, 2], [1, 3], [1, 4]]"
1825,"[[0, 1], [1, 2], [1, 3], [2, 3]]"
1826,"[[0, 1], [1, 2], [1, 3], [2, 4]]"
1827,"[[0, 1], [1, 2], [1, 3], [3, 4]]"
1828,"[[0, 1], [1, 2], [1, 3], [0, 2, 3]]"
1829,"[[0, 1], [1, 2], [1, 3], [0, 2, 4]]"
1830,"[[0, 1], [1, 2], [1, 3], [0, 3, 4]]"
1831,"[[0, 1], [1, 2], [1, 3], [2, 3, 4]]"
1832,"[[0, 1], [1, 2], [1, 3], [0, 2, 3, 4]]"
1833,"[[0, 1], [1, 2], [1, 4], [2, 3]]"
1834,"[[0, 1], [1, 2], [1, 4], [2, 4]]"
1835,"[[0, 1], [1, 2], [1, 4], [3, 4]]"
1836,"[[0, 1], [1, 2], [1, 4], [0, 2, 3]]"
1837,"[[0, 1], [1, 2], [1, 4], [0, 2, 4]]"
1838,"[[0, 1], [1, 2], [1, 4], [0, 3, 4]]"
1839,"[[0, 1], [1, 2], [1, 4], [2, 3, 4]]"
1840,"[[0, 1], [1, 2], [1, 4], [0, 2, 3, 4]]"
1841,"[[0, 1], [1, 2], [2, 3], [2, 4]]"
1842,"[[0, 1], [1, 2], [2, 3], [3, 4]]"
1843,"[[0, 1], [1, 2], [2, 3], [0, 2, 4]]"
1844,"[[0, 1], [1, 2], [2, 3], [0, 3, 4]]"
1845,"[[0, 1], [1, 2], [2, 3], [1, 3, 4]]"
1846,"[[0, 1], [1, 2], [2, 4], [3, 4]]"
1847,"[[0, 1], [1, 2], [2, 4], [0, 2, 3]]"
1848,"[[0, 1], [1, 2], [2, 4], [0, 3, 4]]"
1849,"[[0, 1], [1, 2], [2, 4], [1, 3, 4]]"
1850,"[[0, 1], [1, 2], [3, 4], [0, 2, 3]]"
1851,"[[0, 1], [1, 2], [3, 4], [0, 2, 4]]"
1852,"[[0, 1], [1, 2], [0, 2, 3], [0, 2, 4]]"
1853,"[[0, 1], [1, 2], [0, 2, 3], [0, 3, 4]]"
1854,"[[0, 1], [1, 2], [0, 2, 3], [1, 3, 4]]"
1855,"[[0, 1], [1, 2], [0, 2, 3], [2, 3, 4]]"
1856,"[[0, 1], [1, 2], [0, 2, 4], [0, 3, 4]]"
1857,"[[0, 1], [1, 2], [0, 2, 4], [1, 3, 4]]"
1858,"[[0, 1], [1, 2], [0, 2, 4], [2, 3, 4]]"
1859,"[[0, 1], [1, 2], [0, 3, 4], [1, 3, 4]]"
1860,"[[0, 1], [1, 2], [0, 3, 4], [2, 3, 4]]"
1861,"[[0, 1], [1, 2], [1, 3, 4], [2, 3, 4]]"
1862,"[[0, 1], [1, 2], [1, 3, 4], [0, 2, 3, 4]]"
1863,"[[0, 1], [1, 3], [1, 4], [2, 3]]"
1864,"[[0, 1], [1, 3], [1, 4], [2, 4]]"
1865,"[[0, 1], [1, 3], [1, 4], [3, 4]]"
1866,"[[0, 1], [1, 3], [1, 4], [0, 2, 3]]"
1867,"[[0, 1], [1, 3], [1, 4], [0, 2, 4]]"
1868,"[[0, 1], [1, 3], [1, 4], [0, 3, 4]]"
1869,"[[0, 1], [1, 3], [1, 4], [2, 3, 4]]"
1870,"[[0, 1], [1, 3], [1, 4], [0, 2, 3, 4]]"
1871,"[[0, 1], [1, 3], [2, 3], [2, 4]]"
1872,"[[0, 1], [1, 3], [2, 3], [3, 4]]"
1873,"[[0, 1], [1, 3], [2, 3], [0, 2, 4]]"
1874,"[[0, 1], [1, 3], [2, 3], [0, 3, 4]]"
1875,"[[0, 1], [1, 3], [2, 3], [1, 2, 4]]"
1876,"[[0, 1], [1, 3], [2, 4], [3, 4]]"
1877,"[[0, 1], [1, 3], [2, 4], [0, 2, 3]]"
1878,"[[0, 1], [1, 3], [2, 4], [0, 3, 4]]"
1879,"[[0, 1], [1, 3], [3, 4], [0, 2, 3]]"
1880,"[[0, 1], [1, 3], [3, 4], [0, 2, 4]]"
1881,"[[0, 1], [1, 3], [3, 4], [1, 2, 4]]"
1882,"[[0, 1], [1, 3], [0, 2, 3], [0, 2, 4]]"
