,Soprano,Alto,Tenor,Bass
1066,5,3,A,A
57,5,2,0,0
594,3,7,0,0
102,3,7,0,0
1021,8,2,8,8
1338,1,5,A,A
315,7,B,7,7
1722,0,3,0,0
1468,5,7,0,0
541,0,7,3,3
1304,1,A,A,A
354,s,s,s,s
1683,0,8,5,5
1806,0,0,0,0
1433,5,0,0,0
1377,8,s,0,0
1198,5,B,7,7
1669,0,A,4,4
623,2,6,2,2
1710,0,5,2,2
187,7,0,4,4
1600,A,1,8,8
500,A,2,7,7
1496,5,5,5,5
491,A,2,7,7
535,0,7,3,3
791,A,5,s,A
85,5,2,B,B
742,0,s,s,2
365,s,s,s,s
1346,1,4,0,0
1557,8,0,5,5
1477,5,7,0,0
846,0,3,8,8
246,7,0,8,8
1040,7,3,3,3
535,0,7,3,3
79,7,2,B,B
73,7,2,B,B
166,5,0,8,8
877,8,7,5,5
9,7,3,0,0
1328,1,7,A,A
429,8,2,5,5
999,7,2,3,3
1599,A,1,8,8
763,9,2,s,2
416,3,0,7,7
1120,3,7,3,3
1039,7,3,3,3
629,2,7,3,3
1094,5,2,A,A
558,2,7,B,B
268,5,0,8,8
1807,0,0,0,0
819,0,3,0,0
1370,8,s,0,0
1302,1,A,A,A
980,7,5,3,3
963,7,3,3,3
822,0,3,0,0
551,0,7,3,3
319,7,B,7,7
881,8,7,5,5
364,s,s,s,s
912,A,2,A,A
14,7,3,0,0
1423,5,1,A,A
624,2,7,3,3
1414,5,5,8,8
1038,7,3,3,3
540,0,7,3,3
466,2,9,6,6
136,4,7,A,A
576,s,5,s,8
652,8,7,s,3
156,5,0,8,8
447,0,9,7,7
875,8,5,5,5
1222,3,1,A,A
1300,1,A,A,A
1398,5,s,1,1
1643,0,3,3,3
1472,5,7,0,0
844,0,3,8,8
185,7,0,4,4
1223,7,0,7,8
1538,5,s,A,A
1743,0,2,7,7
1661,0,0,3,3
1556,8,0,5,5
650,0,7,3,3
830,1,3,A,A
907,9,3,5,5
567,2,7,B,B
503,5,0,2,2
121,4,7,0,0
126,4,7,0,0
1369,8,s,0,0
381,s,s,s,s
786,A,5,s,A
1187,7,2,A,A
803,A,3,s,A
1611,B,2,7,7
1723,0,3,0,0
729,2,s,s,2
1092,5,2,A,A
832,1,3,A,A
1274,5,8,5,5
351,s,s,s,s
607,2,6,2,2
1634,0,3,3,3
605,s,8,s,5
1744,0,2,7,7
1630,B,2,5,5
1230,3,0,8,8
1310,1,8,A,A
606,2,6,2,2
221,7,B,7,7
697,2,6,2,2
1781,0,0,0,0
261,7,0,8,8
85,5,2,B,B
65,5,s,s,5
690,0,3,3,0
1298,1,A,A,A
1266,7,8,5,5
936,A,2,A,A
929,0,2,A,A
226,7,B,7,7
439,0,9,7,7
930,0,2,A,A
1090,5,2,A,A
717,9,6,2,2
332,7,B,7,7
765,7,A,7,7
666,0,7,3,3
1576,9,3,5,5
875,8,5,5,5
1659,0,0,3,3
1600,A,1,8,8
363,s,s,s,s
840,0,3,8,8
7,7,3,0,0
1462,5,8,A,A
1308,1,8,A,A
320,7,B,7,7
486,A,2,7,7
1397,5,s,1,1
1431,5,0,0,0
1108,3,3,3,3
632,2,7,3,3
1142,7,0,3,3
1104,3,3,3,3
1316,1,8,A,A
714,9,6,2,2
1186,5,B,2,2
34,8,5,0,0
306,7,B,7,7
979,7,5,3,3
816,0,3,0,0
1651,0,7,3,3
1560,s,2,s,A
405,2,A,7,7
580,3,7,0,0
810,B,2,7,7
472,0,9,6,6
237,7,B,7,7
268,5,0,8,8
1384,4,s,0,0
910,9,3,5,5
1674,0,A,4,4
161,5,0,8,8
1582,9,3,5,5
609,2,6,2,2
1532,A,s,4,4
1822,0,0,0,0
705,2,6,2,2
430,2,A,7,7
441,0,9,7,7
973,7,5,3,3
1201,3,0,0,0
1600,A,1,8,8
214,8,0,5,5
819,0,3,0,0
1343,1,5,A,A
333,7,B,7,7
637,2,7,3,3
340,s,s,s,s
1716,0,3,0,0
1698,0,7,3,3
759,9,2,s,2
1427,5,1,A,A
653,0,7,3,3
69,5,2,0,0
1115,3,3,3,3
1148,7,0,3,3
1472,5,7,0,0
904,9,3,5,5
746,A,s,s,2
771,A,7,s,A
589,3,7,0,0
1124,3,7,3,3
1579,9,3,5,5
166,5,0,8,8
921,A,2,A,A
1005,7,2,3,3
1336,1,5,A,A
13,7,3,0,0
502,A,2,7,7
392,2,A,7,7
914,0,3,0,0
1623,B,2,5,5
802,A,3,s,A
1150,7,0,3,3
757,9,2,s,2
1420,5,1,A,A
1504,5,5,5,5
298,7,B,7,7
1047,8,3,3,3
570,2,7,B,B
1135,3,0,3,3
639,2,7,3,3
14,7,3,0,0
1086,2,B,7,7
1756,0,2,7,7
837,1,3,A,A
1624,B,2,5,5
995,7,3,3,3
745,A,s,s,2
730,2,s,s,2
1147,7,0,3,3
1032,7,3,3,3
973,7,5,3,3
1234,5,0,8,8
71,5,2,0,0
446,0,9,7,7
1354,1,4,0,0
981,7,5,3,3
1487,4,7,0,0
1717,0,3,0,0
258,7,0,8,8
1205,3,0,0,0
758,9,2,s,2
1354,1,4,0,0
1536,8,s,5,5
861,A,4,7,7
622,2,6,2,2
1414,5,5,8,8
231,A,2,0,0
135,4,7,A,A
691,2,6,2,2
829,1,3,A,A
657,0,7,3,3
321,7,B,7,7
611,2,6,2,2
762,9,2,s,2
1029,8,2,8,8
588,3,7,0,0
366,s,s,s,s
98,3,7,0,0
779,A,7,s,A
1610,B,2,7,7
539,0,7,3,3
781,A,5,s,A
190,7,0,4,4
1033,7,3,3,3
515,B,2,7,7
1267,7,8,5,5
983,7,5,3,3
1456,5,A,A,A
669,0,7,3,3
1595,A,1,A,A
998,7,2,3,3
802,A,3,s,A
213,0,5,2,2
903,9,3,5,5
68,5,2,0,0
1615,B,2,7,7
1524,A,s,4,4
1197,5,B,7,7
747,A,s,s,2
252,7,0,8,8
729,2,s,s,2
48,5,s,s,5
1269,7,8,5,5
1816,0,0,0,0
398,2,A,7,7
1170,5,0,2,2
1533,A,s,4,4
604,2,6,2,2
546,0,7,3,3
1079,5,3,A,A
174,7,0,4,4
1493,5,5,5,5
1669,0,A,4,4
560,2,7,B,B
1318,2,8,A,A
792,A,3,s,A
1523,0,s,4,4
1555,8,0,5,5
532,0,7,3,3
353,s,s,s,s
1808,0,0,0,0
427,2,A,7,7
210,8,0,5,5
117,3,7,0,0
267,5,0,8,8
1722,0,3,0,0
844,0,3,8,8
557,2,7,B,B
756,9,2,s,2
536,0,7,3,3
564,2,7,B,B
1168,5,2,2,2
1112,3,3,3,3
583,3,7,0,0
1479,5,7,0,0
375,s,s,s,s
1276,5,8,5,5
175,7,0,4,4
357,s,s,s,s
59,5,2,0,0
354,s,s,s,s
1029,8,2,8,8
1799,0,0,0,0
1349,3,5,8,8
861,A,4,7,7
1548,8,0,5,5
691,2,6,2,2
964,7,3,3,3
691,2,6,2,2
242,7,0,8,8
1154,5,0,2,2
797,A,3,s,A
389,2,A,7,7
104,3,7,0,0
1599,A,1,8,8
889,8,5,5,5
1193,7,B,7,7
82,7,2,B,B
19,7,3,0,0
114,3,7,0,0
981,7,5,3,3
521,B,2,5,5
372,3,3,0,0
515,B,2,7,7
1010,8,0,8,8
566,2,7,B,B
964,7,3,3,3
634,2,7,3,3
650,0,7,3,3
443,0,9,7,7
1780,0,0,0,0
400,2,A,7,7
986,7,3,3,3
1507,5,5,5,5
1636,0,3,3,3
92,5,2,B,B
563,2,7,B,B
1665,0,0,3,3
225,7,B,7,7
755,A,s,s,2
658,0,7,3,3
1546,8,s,5,5
51,5,2,0,0
54,5,2,0,0
417,3,0,7,7
377,3,3,0,0
1766,0,2,7,7
753,A,s,s,2
1273,5,8,5,5
882,8,7,5,5
1003,7,2,3,3
942,7,3,2,2
1096,5,2,A,A
949,7,3,0,0
573,2,7,B,B
993,7,3,3,3
875,8,5,5,5
1101,5,2,A,A
1089,5,2,A,A
5,7,3,0,0
301,7,B,7,7
57,5,2,0,0
1511,5,5,5,5
509,5,B,7,7
1498,5,5,5,5
1452,5,A,A,A
897,0,3,s,s
461,2,9,6,6
678,2,6,2,2
1329,1,7,A,A
750,A,s,s,2
1253,5,8,5,5
1269,7,8,5,5
432,0,9,7,7
1082,5,2,A,A
1480,5,7,0,0
575,2,7,B,B
925,0,2,A,A
837,5,7,7,7
294,7,B,7,7
1015,8,0,8,8
112,3,7,0,0
1693,0,7,3,3
1102,5,2,A,A
423,2,A,7,7
1320,1,7,A,A
96,3,7,0,0
914,A,2,A,A
1013,8,0,8,8
777,A,7,s,A
1529,A,s,4,4
1264,7,8,5,5
1315,1,8,A,A
1650,0,7,3,3
1471,5,7,0,0
518,B,2,5,5
536,3,0,0,0
1175,5,0,2,2
695,2,6,2,2
41,0,s,s,0
1584,A,1,A,A
787,A,5,s,A
1435,5,0,0,0
1230,5,0,8,8
1415,5,5,8,8
860,A,4,7,7
1649,0,7,3,3
1075,5,3,A,A
714,9,6,2,2
1048,8,3,3,3
1241,4,A,7,7
248,7,0,8,8
517,B,2,5,5
784,A,5,s,A
470,0,9,6,6
277,5,0,8,8
617,2,6,2,2
519,B,2,5,5
1666,0,0,3,3
261,7,0,8,8
1178,5,B,2,2
1523,0,s,4,4
873,8,5,5,5
1087,5,2,A,A
1443,5,A,1,1
626,2,7,3,3
1139,3,0,3,3
877,8,7,5,5
1618,B,2,7,7
1264,7,8,5,5
1541,8,s,5,5
467,7,0,3,3
1096,5,2,A,A
1217,3,1,A,A
916,0,3,0,0
962,8,0,5,5
9,7,3,0,0
1448,5,A,1,1
469,0,9,6,6
38,7,3,0,0
615,2,6,2,2
333,7,B,7,7
578,3,7,0,0
127,4,7,0,0
1698,0,7,3,3
153,5,0,8,8
1478,5,7,0,0
148,5,0,8,8
1336,1,5,A,A
1112,3,3,3,3
1378,8,s,0,0
340,s,s,s,s
1556,8,0,5,5
1148,7,0,3,3
717,9,6,2,2
1224,3,0,8,8
759,9,2,s,2
1158,5,0,2,2
1183,5,B,2,2
1467,5,7,0,0
847,0,3,8,8
183,B,7,5,5
1470,5,7,0,0
1710,0,5,2,2
700,2,6,2,2
1165,5,2,2,2
504,B,2,7,7
302,7,B,7,7
1180,5,B,2,2
1300,1,A,A,A
62,5,2,0,0
954,7,3,0,0
397,2,A,7,7
1709,0,5,2,2
1111,3,3,3,3
371,s,s,s,s
397,2,A,7,7
96,3,7,0,0
661,0,7,3,3
124,4,7,0,0
122,4,7,0,0
675,2,6,2,2
772,A,7,s,A
331,7,B,7,7
1017,8,0,8,8
793,A,3,s,A
581,3,7,0,0
682,2,6,2,2
48,5,2,0,0
206,8,0,5,5
976,7,5,3,3
460,2,9,6,6
1663,0,0,3,3
1370,8,s,0,0
432,0,9,7,7
774,A,7,s,A
726,2,s,s,2
278,5,0,8,8
1477,5,7,0,0
1723,0,3,0,0
304,7,B,7,7
671,0,7,3,3
940,A,2,A,A
1094,5,2,A,A
196,8,0,5,5
489,A,2,7,7
62,5,2,0,0
1405,5,5,8,8
132,4,7,A,A
877,8,7,5,5
1502,3,s,0,0
950,7,3,0,0
673,2,6,2,2
20,7,3,0,0
1284,3,9,5,5
981,7,5,3,3
1049,8,3,3,3
1364,0,4,0,0
835,1,3,A,A
1082,5,2,A,A
7,0,s,s,0
364,s,s,s,s
694,2,6,2,2
85,5,2,B,B
902,9,3,5,5
159,5,0,8,8
677,2,6,2,2
128,4,7,0,0
1292,3,9,5,5
218,7,B,7,7
199,8,0,5,5
469,0,9,6,6
544,0,7,3,3
1702,0,7,3,3
941,A,2,A,A
722,2,s,s,2
987,7,3,3,3
228,A,2,0,0
1334,1,5,A,A
1691,0,8,5,5
15,7,3,0,0
955,8,2,A,A
18,7,3,0,0
189,7,0,4,4
1420,5,1,A,A
1533,A,s,4,4
298,7,B,7,7
362,s,s,s,s
1448,5,A,1,1
1809,0,0,0,0
1314,1,8,A,A
1100,2,B,7,7
1011,8,0,8,8
65,5,2,0,0
794,A,3,s,A
1725,0,3,0,0
290,7,B,7,7
786,7,9,2,2
1671,2,5,B,B
163,5,0,8,8
1192,7,B,7,7
106,3,7,0,0
811,B,2,7,7
514,B,2,7,7
1277,3,A,7,7
1677,2,5,B,B
491,A,2,7,7
80,7,2,B,B
257,7,0,8,8
479,0,9,6,6
1295,3,9,5,5
1440,5,A,1,1
1409,5,5,8,8
619,2,6,2,2
122,4,7,0,0
622,s,8,s,5
1653,0,7,3,3
1149,7,0,3,3
505,B,2,7,7
347,s,s,s,s
1138,3,0,3,3
21,7,3,0,0
106,3,7,0,0
194,8,0,5,5
1217,7,0,7,8
244,8,0,5,5
1667,0,0,3,3
160,5,0,8,8
672,2,6,2,2
530,0,7,3,3
1277,5,8,5,5
463,2,9,6,6
1268,7,8,5,5
165,5,0,8,8
120,4,7,0,0
58,5,2,0,0
1012,8,0,8,8
1257,5,8,5,5
276,5,0,8,8
758,9,2,s,2
362,s,s,s,s
134,4,7,A,A
1712,0,3,3,0
56,5,2,0,0
1725,0,3,0,0
408,3,0,7,7
1011,8,0,8,8
837,5,7,7,7
294,7,B,7,7
581,3,7,0,0
113,3,7,0,0
167,5,0,8,8
821,7,7,7,7
444,0,9,7,7
1515,0,s,4,4
826,0,3,0,0
1759,0,2,7,7
1222,3,1,A,A
583,3,7,0,0
980,8,0,5,5
384,2,A,7,7
610,2,6,2,2
205,0,5,2,2
638,2,7,3,3
292,7,B,7,7
918,0,3,0,0
1014,8,0,8,8
650,0,7,3,3
1459,5,8,A,A
568,2,7,B,B
1238,4,A,7,7
1231,3,0,8,8
1683,0,8,5,5
385,2,A,7,7
1555,8,0,5,5
816,7,7,7,7
956,8,2,A,A
1317,1,8,A,A
911,9,3,5,5
1531,A,s,4,4
240,7,0,8,8
422,2,A,7,7
973,7,5,3,3
956,8,2,A,A
509,B,2,7,7
1164,5,2,2,2
1669,0,A,4,4
427,2,A,7,7
290,7,B,7,7
1753,0,2,7,7
1564,9,5,5,5
1504,5,5,5,5
439,0,9,7,7
1063,5,3,A,A
1545,8,s,5,5
108,7,s,s,7
74,8,s,s,8
1643,0,3,3,3
182,B,7,5,5
1572,9,3,5,5
186,7,0,4,4
1434,5,0,0,0
415,8,2,5,5
1521,0,s,4,4
4,7,3,0,0
312,7,B,7,7
486,A,2,7,7
1300,1,A,A,A
490,A,2,7,7
668,0,7,3,3
1377,8,s,0,0
671,0,7,3,3
1745,0,2,7,7
1055,8,3,3,3
1420,5,1,A,A
770,A,7,s,A
938,A,2,A,A
661,0,7,3,3
42,7,3,0,0
269,5,0,8,8
1689,0,8,5,5
1502,5,5,5,5
708,9,6,2,2
1650,0,7,3,3
168,7,0,4,4
1113,3,3,3,3
707,2,6,2,2
880,8,7,5,5
63,5,2,0,0
704,2,6,2,2
1064,5,3,A,A
994,7,3,3,3
176,B,7,7,7
1054,8,3,3,3
452,0,9,7,7
1363,0,4,0,0
916,A,2,A,A
549,0,7,3,3
405,2,A,7,7
914,A,2,A,A
525,B,2,5,5
1235,3,0,8,8
262,7,0,8,8
1524,A,s,4,4
1061,5,3,A,A
672,2,6,2,2
1819,0,0,0,0
125,4,7,0,0
1183,5,B,2,2
1,7,3,0,0
782,A,5,s,A
95,5,2,B,B
229,7,B,7,7
494,A,2,7,7
1540,8,s,5,5
1217,3,1,A,A
1272,5,8,5,5
496,A,2,7,7
209,0,5,2,2
618,2,6,2,2
146,5,0,8,8
522,B,2,5,5
854,A,4,7,7
30,8,5,0,0
94,5,2,B,B
253,7,0,8,8
1016,8,0,8,8
306,7,B,7,7
1072,5,3,A,A
111,3,7,0,0
1357,0,4,0,0
142,4,7,A,A
218,7,B,7,7
547,0,7,3,3
1633,0,3,3,3
337,7,A,3,3
961,7,3,3,3
777,A,7,s,A
1071,5,3,A,A
255,7,0,8,8
158,5,0,8,8
1784,0,0,0,0
263,7,0,5,5
28,8,5,0,0
1238,4,A,7,7
584,3,7,0,0
512,B,2,7,7
409,3,0,7,7
1200,3,0,0,0
1044,8,3,3,3
634,2,7,3,3
387,2,A,7,7
533,0,7,3,3
332,7,B,7,7
931,0,2,A,A
1240,4,A,7,7
234,7,B,7,7
959,8,2,A,A
1597,A,1,8,8
1203,3,0,0,0
544,0,7,3,3
976,7,5,3,3
482,A,2,7,7
266,5,0,8,8
1546,8,s,5,5
972,7,5,3,3
1255,5,8,5,5
49,5,s,s,5
837,1,3,A,A
1484,4,7,0,0
90,5,2,B,B
501,5,0,2,2
430,2,A,7,7
6,7,3,0,0
1712,0,5,2,2
743,0,s,s,2
1443,5,A,1,1
161,5,0,8,8
1015,8,0,8,8
716,9,6,2,2
160,5,0,8,8
743,0,s,s,2
540,0,7,3,3
222,0,3,0,0
1066,2,0,7,7
1402,5,s,1,1
352,5,A,3,3
993,5,0,8,8
647,2,7,3,3
860,A,4,7,7
446,0,9,7,7
276,5,0,8,8
1383,4,s,0,0
1000,7,2,3,3
1541,8,s,5,5
411,3,0,7,7
1732,0,2,7,7
90,8,s,s,8
1520,0,s,4,4
1605,A,1,8,8
1435,5,0,0,0
1082,5,2,A,A
1551,8,0,5,5
142,4,7,A,A
1647,0,7,3,3
1639,0,3,3,3
1105,3,3,3,3
1783,0,0,0,0
453,0,9,7,7
58,5,2,0,0
1505,5,5,5,5
1034,3,0,7,7
1038,3,0,7,7
354,s,s,s,s
54,5,2,0,0
1739,0,2,7,7
797,A,3,s,A
186,7,0,4,4
51,5,s,s,5
81,8,s,s,8
641,2,7,3,3
203,8,0,5,5
386,2,A,7,7
1405,3,7,3,3
853,A,4,7,7
1400,3,3,3,3
846,0,3,8,8
70,5,2,0,0
412,3,0,7,7
947,A,2,A,A
1236,4,A,7,7
449,0,9,7,7
829,1,3,A,A
592,3,7,0,0
196,8,0,5,5
840,0,3,8,8
1445,5,A,1,1
806,B,2,7,7
1463,5,8,A,A
1822,0,0,0,0
295,7,B,7,7
124,4,7,0,0
297,7,B,7,7
1681,0,8,5,5
975,7,5,3,3
741,0,s,s,2
910,9,3,5,5
791,A,5,s,A
1765,0,2,7,7
636,2,7,3,3
1414,5,5,8,8
1314,1,8,A,A
221,7,B,7,7
336,s,s,s,s
241,7,0,8,8
709,9,6,2,2
55,5,2,0,0
766,9,2,s,2
401,2,A,7,7
1194,5,B,7,7
1401,5,s,1,1
267,5,0,8,8
1126,0,0,3,0
563,2,7,B,B
617,2,6,2,2
204,8,0,5,5
1344,3,5,8,8
1783,0,0,0,0
1746,0,2,7,7
161,5,0,8,8
677,2,6,2,2
70,5,2,0,0
1412,5,5,8,8
885,8,7,5,5
1541,8,s,5,5
73,7,2,B,B
107,3,7,0,0
673,2,6,2,2
107,3,7,0,0
764,9,2,s,2
531,0,7,3,3
327,8,0,A,A
139,4,7,A,A
332,7,B,7,7
1064,5,3,A,A
1217,3,1,A,A
1273,5,8,5,5
205,8,0,5,5
42,7,3,0,0
1030,8,2,8,8
572,2,7,B,B
668,0,7,3,3
1536,5,s,A,A
304,7,B,7,7
910,9,3,5,5
725,2,s,s,2
825,0,3,0,0
219,7,B,7,7
22,7,3,0,0
571,2,7,B,B
407,8,3,5,5
1263,7,8,5,5
717,9,6,2,2
116,3,7,0,0
203,8,0,5,5
1743,0,2,7,7
546,0,7,3,3
699,3,0,2,0
226,7,B,7,7
1938,2,7,3,3
307,A,3,0,0
997,7,2,3,3
323,7,B,7,7
681,2,6,2,2
667,0,7,3,3
1142,7,0,3,3
583,3,7,0,0
100,3,7,0,0
1086,5,2,A,A
390,2,A,7,7
932,0,2,A,A
298,7,B,7,7
627,2,7,3,3
1034,7,3,3,3
1277,5,8,5,5
559,2,7,B,B
1431,5,0,0,0
1552,8,0,5,5
459,2,9,6,6
644,2,7,3,3
1417,5,1,A,A
1716,0,3,0,0
1540,8,s,5,5
827,0,3,0,0
1384,4,s,0,0
1359,0,4,0,0
1312,1,8,A,A
238,7,B,7,7
1096,5,2,A,A
1341,1,5,A,A
1573,9,3,5,5
959,8,2,A,A
244,7,0,8,8
1397,5,s,1,1
821,0,3,0,0
72,7,2,B,B
1072,5,3,A,A
547,0,7,3,3
752,A,s,s,2
440,0,9,7,7
1282,5,8,5,5
43,7,3,0,0
810,B,2,7,7
386,2,A,7,7
548,0,7,3,3
1014,8,0,8,8
1574,s,2,s,A
754,A,s,s,2
1766,0,2,7,7
1110,3,3,3,3
789,A,5,s,A
486,A,2,7,7
917,A,2,A,A
1141,7,0,3,3
731,2,s,s,2
926,0,2,A,A
187,7,0,4,4
1394,5,s,1,1
1531,A,s,4,4
1213,3,1,A,A
1228,3,0,8,8
1408,5,5,8,8
728,2,0,7,7
373,s,s,s,s
1676,0,A,4,4
491,A,2,7,7
1636,0,3,3,3
214,0,5,2,2
784,A,5,s,A
765,9,2,s,2
526,B,2,5,5
118,3,7,0,0
930,0,2,A,A
178,7,0,4,4
933,0,2,A,A
990,7,3,3,3
253,7,0,8,8
387,2,A,7,7
520,B,2,5,5
1014,8,0,8,8
165,5,0,8,8
1371,8,s,0,0
257,7,0,8,8
1053,8,3,3,3
644,2,7,3,3
775,A,7,s,A
1541,8,s,5,5
843,0,3,8,8
27,8,5,0,0
482,A,2,7,7
354,s,s,s,s
85,5,2,B,B
1253,5,8,5,5
883,8,7,5,5
1818,0,0,0,0
949,8,2,A,A
855,A,4,7,7
767,9,2,s,2
44,7,3,0,0
140,4,7,A,A
678,2,6,2,2
232,7,B,7,7
854,A,4,7,7
297,7,B,7,7
307,7,B,7,7
1191,7,B,7,7
962,7,3,3,3
156,0,s,7,7
1062,5,3,A,A
1158,5,0,2,2
2241,9,s,3,3
788,A,5,s,A
935,0,2,A,A
1097,5,2,A,A
794,A,3,s,A
484,A,2,7,7
1397,5,s,1,1
539,0,7,3,3
312,7,B,7,7
402,8,3,5,5
93,5,2,B,B
592,3,7,0,0
848,0,3,8,8
1702,2,3,2,0
721,2,s,s,2
437,0,9,7,7
1230,3,0,8,8
979,7,5,3,3
1226,3,0,8,8
211,8,0,5,5
133,4,7,A,A
1326,1,7,A,A
845,0,3,8,8
646,A,7,s,3
1068,5,3,A,A
468,0,9,6,6
681,2,6,2,2
516,B,2,5,5
782,A,5,s,A
470,0,9,6,6
1128,3,0,3,3
1732,0,2,7,7
1362,0,4,0,0
415,8,2,5,5
259,7,0,8,8
1001,7,2,3,3
400,2,A,7,7
169,7,0,4,4
1043,7,3,3,3
406,2,A,7,7
905,9,3,5,5
478,0,9,6,6
501,A,2,7,7
492,A,2,7,7
468,0,9,6,6
1386,4,s,0,0
1613,B,2,7,7
1371,8,s,0,0
212,8,0,5,5
591,3,7,0,0
699,2,6,2,2
127,4,7,0,0
1360,0,4,0,0
185,7,0,4,4
1379,8,s,0,0
299,7,B,7,7
234,7,B,7,7
904,9,3,5,5
283,5,0,8,8
863,A,4,7,7
1416,5,1,A,A
120,4,7,0,0
1483,4,7,0,0
316,7,B,7,7
988,7,3,3,3
955,8,2,A,A
1378,8,s,0,0
1019,8,0,8,8
1278,5,8,5,5
182,7,0,4,4
1125,3,7,3,3
910,9,3,5,5
76,7,2,B,B
330,7,B,7,7
237,7,B,7,7
237,7,B,7,7
827,0,3,0,0
891,8,5,5,5
580,3,7,0,0
689,0,3,3,0
1041,7,3,3,3
1008,8,0,8,8
865,8,5,5,5
446,0,9,7,7
1046,8,3,3,3
1650,0,7,3,3
595,3,7,0,0
1557,8,0,5,5
789,A,5,s,A
364,s,s,s,s
233,7,B,7,7
148,5,0,8,8
150,5,0,8,8
1566,9,5,5,5
332,7,B,7,7
280,5,5,3,3
1119,3,7,3,3
509,5,B,7,7
522,B,2,5,5
593,s,5,s,8
509,B,2,7,7
730,2,s,s,2
1650,0,7,3,3
272,5,0,8,8
215,8,0,5,5
612,2,6,2,2
546,0,7,3,3
1216,3,1,A,A
1795,0,0,0,0
1240,4,A,7,7
74,7,2,B,B
240,7,0,8,8
1704,0,5,2,2
750,A,s,s,2
101,3,7,0,0
747,A,s,s,2
1260,7,8,5,5
1596,A,1,8,8
897,8,5,5,5
1065,5,3,A,A
1217,3,1,A,A
535,0,7,3,3
1798,0,0,0,0
1505,5,5,5,5
1521,s,3,s,0
849,0,3,8,8
303,7,B,7,7
760,9,2,s,2
1691,0,8,5,5
1629,B,2,5,5
1348,1,4,0,0
734,0,s,s,2
557,2,7,B,B
213,8,0,5,5
786,A,5,s,A
216,7,B,7,7
1311,1,8,A,A
1586,A,1,A,A
728,2,s,s,2
727,2,s,s,2
1001,7,2,3,3
755,A,s,s,2
292,A,5,2,2
485,A,2,7,7
1721,0,3,0,0
1362,0,4,0,0
167,5,0,8,8
73,7,2,B,B
829,1,3,A,A
1470,5,7,0,0
325,7,B,7,7
196,8,0,5,5
1089,5,2,A,A
514,B,2,7,7
1799,0,0,0,0
118,3,7,0,0
1397,5,s,1,1
571,2,7,B,B
1255,5,8,5,5
1611,B,2,7,7
679,2,6,2,2
393,2,A,7,7
449,0,9,7,7
12,7,3,0,0
307,7,B,7,7
358,s,s,s,s
1442,5,A,1,1
183,B,7,5,5
1181,5,B,2,2
1501,5,5,5,5
618,2,6,2,2
263,7,0,8,8
461,2,9,6,6
717,9,6,2,2
908,9,3,5,5
1450,5,A,1,1
655,0,7,3,3
1675,0,A,4,4
119,3,7,0,0
1777,0,0,0,0
296,7,B,7,7
1194,5,B,7,7
1406,5,5,8,8
747,A,s,s,2
190,B,7,5,5
842,3,s,s,s
1290,3,9,5,5
410,3,0,7,7
559,2,7,B,B
1354,1,4,0,0
973,7,5,3,3
1506,5,5,5,5
1734,0,2,7,7
1113,3,3,3,3
146,5,0,8,8
329,7,B,7,7
1248,5,8,5,5
147,5,0,8,8
636,2,7,3,3
566,2,7,B,B
648,0,7,3,3
501,A,2,7,7
824,0,3,0,0
1723,0,3,0,0
462,2,9,6,6
123,4,7,0,0
1120,3,7,3,3
963,7,3,3,3
1269,7,8,5,5
1510,5,5,5,5
96,3,7,0,0
122,0,s,s,0
371,s,s,s,s
317,7,B,7,7
896,8,5,5,5
1325,1,7,A,A
1674,0,A,4,4
326,7,B,7,7
729,2,s,s,2
925,0,2,A,A
1683,0,8,5,5
181,7,0,4,4
1279,5,8,5,5
342,s,s,s,s
476,0,9,6,6
1005,7,2,3,3
408,8,2,5,5
78,8,s,s,8
885,8,7,5,5
1118,3,7,3,3
1527,A,s,4,4
75,7,2,B,B
963,7,3,3,3
193,0,7,3,3
839,1,3,A,A
1131,3,0,3,3
910,B,2,s,s
940,A,2,A,A
1100,5,2,A,A
142,4,7,A,A
286,5,0,8,8
1478,5,7,0,0
531,0,7,3,3
100,3,7,0,0
885,8,7,5,5
953,8,2,A,A
116,3,7,0,0
828,1,3,A,A
1091,5,2,A,A
732,0,s,s,2
403,2,A,7,7
442,0,9,7,7
162,5,0,8,8
837,1,3,A,A
1267,7,8,5,5
751,A,s,s,2
1419,5,1,A,A
938,A,2,A,A
1198,5,B,7,7
801,A,3,s,A
683,0,3,0,0
500,A,2,7,7
507,B,2,7,7
795,A,3,s,A
619,2,6,2,2
1734,0,2,7,7
1788,0,0,0,0
316,A,2,A,A
1055,8,3,3,3
1007,7,2,3,3
1804,0,0,0,0
19,3,s,s,3
1429,5,0,0,0
342,s,s,s,s
990,7,3,3,3
693,2,6,2,2
1147,7,0,3,3
991,7,3,3,3
929,0,2,A,A
101,3,7,0,0
1716,0,3,0,0
1174,5,0,2,2
1536,8,s,5,5
1381,4,s,0,0
449,0,9,7,7
1226,3,0,8,8
876,8,7,5,5
571,2,7,B,B
530,0,7,3,3
1384,2,5,A,A
752,A,s,s,2
1089,5,2,A,A
1740,0,2,7,7
489,A,2,7,7
1022,8,2,8,8
1333,1,5,A,A
212,8,0,5,5
66,5,2,0,0
1152,5,0,2,2
9,7,3,0,0
1538,8,s,5,5
1322,1,7,A,A
1692,0,7,3,3
225,0,3,0,0
