,Soprano,Alto,Tenor,Bass
1218,4,0,5,5
477,9,6,2,2
291,9,6,s,2
1034,5,0,9,9
1254,4,7,s,0
67,4,0,5,4
1336,0,0,0,0
613,4,0,9,9
260,2,B,7,7
825,s,2,s,0
1764,4,5,7,7
1319,2,0,s,5
967,2,7,B,B
611,4,0,9,9
1164,B,2,7,7
1234,2,0,7,7
703,0,9,0,0
946,7,7,4,4
273,9,7,s,9
227,4,0,4,4
463,9,6,2,2
1013,0,0,0,0
659,2,B,2,2
789,0,9,9,9
183,0,0,0,0
1721,9,6,2,2
619,4,0,9,9
588,5,B,7,7
517,7,7,4,4
701,0,9,0,0
715,0,9,0,0
595,2,4,9,9
1188,5,9,5,5
645,2,0,5,5
887,0,9,5,5
924,B,2,7,7
729,B,9,2,2
1196,5,B,7,7
385,0,6,2,2
1239,2,0,7,7
110,4,5,s,0
677,0,9,5,5
106,5,B,5,5
381,0,4,0,0
2581,6,9,2,2
228,4,0,6,6
1043,5,0,9,9
57,4,0,4,4
73,4,0,7,4
890,2,9,6,6
597,5,B,7,7
114,4,0,0,0
700,0,9,0,0
7,7,4,0,0
3034,B,7,7,7
1189,5,9,5,5
2337,4,B,0,0
107,4,7,s,0
121,4,4,s,0
353,0,7,4,4
1340,0,0,0,0
102,5,B,5,5
288,9,6,s,2
237,4,0,6,6
1075,2,B,7,7
1674,B,7,B,B
1576,B,5,2,2
395,0,6,2,2
1013,0,0,0,0
1354,4,0,0,0
838,2,B,7,7
1255,0,0,0,0
144,0,0,0,0
39,5,2,2,2
283,9,4,s,9
1239,2,0,7,7
1265,4,9,s,0
693,0,4,4,4
851,4,B,7,7
614,4,0,9,9
128,4,2,s,0
616,4,0,9,9
833,4,B,7,7
1271,0,0,0,0
165,0,0,0,0
905,0,9,6,6
570,5,9,5,5
439,9,7,0,0
570,5,9,5,5
592,5,B,7,7
770,9,9,9,9
151,5,9,s,2
208,4,0,2,2
238,4,0,6,6
564,9,4,0,0
1230,2,0,7,7
163,0,0,0,0
756,2,B,7,7
130,2,0,7,7
1061,5,B,7,7
947,7,7,4,4
464,9,6,2,2
316,2,9,5,5
633,2,0,5,5
574,5,9,5,5
802,5,9,9,9
1489,5,7,0,0
258,2,B,7,7
344,7,0,s,2
956,5,B,7,7
688,0,9,5,5
488,B,7,7,7
225,4,0,4,4
86,2,s,s,B
404,7,B,7,7
371,0,7,4,4
179,0,0,0,0
721,B,9,2,2
2440,0,s,4,4
898,2,9,6,6
626,2,0,5,5
338,2,7,4,4
437,s,7,9,9
298,9,2,s,2
29,0,s,s,0
38,5,2,2,2
248,2,B,7,7
1007,2,B,7,7
993,B,7,5,7
389,0,6,2,2
3021,6,9,2,2
405,0,2,2,2
310,0,9,5,5
522,7,7,4,4
1055,5,9,5,5
684,0,4,4,4
346,2,7,4,4
686,0,4,4,4
225,4,0,4,4
1220,4,0,5,5
70,4,0,5,4
701,4,0,0,0
103,5,B,5,5
702,2,0,0,0
728,B,9,2,2
151,0,0,0,0
1016,0,0,0,0
357,B,7,4,4
881,2,9,5,5
963,4,0,9,9
672,0,B,4,4
1103,4,7,4,4
577,5,2,2,2
492,B,7,7,7
1279,0,0,0,0
877,2,9,5,5
226,4,0,4,4
571,5,9,5,5
1282,4,0,s,4
427,B,7,4,4
419,B,7,4,4
364,0,7,4,4
1067,5,B,7,7
610,4,0,9,9
312,2,9,5,5
386,0,6,2,2
1032,5,0,9,9
160,5,7,s,2
292,4,9,5,5
1213,5,0,5,5
826,5,B,7,7
201,4,0,0,0
902,7,4,0,0
101,5,9,5,5
1060,5,B,7,7
135,2,0,7,7
884,0,9,5,5
1111,4,9,5,5
212,4,0,2,2
1177,7,7,4,4
696,0,9,0,0
389,0,6,2,2
198,4,0,0,0
963,4,0,9,9
4,0,s,s,0
226,4,0,4,4
224,7,5,s,4
665,2,B,2,2
735,B,9,2,2
243,2,B,7,7
7,7,4,0,0
428,B,7,4,4
1165,B,2,7,7
1569,9,5,5,5
605,2,2,2,2
877,2,9,5,5
458,9,6,2,2
375,0,6,2,2
271,4,B,7,7
2678,0,s,0,0
1053,5,9,5,5
1066,5,B,7,7
872,4,9,5,5
1233,2,0,7,7
280,4,9,5,5
697,0,9,0,0
964,4,0,9,9
1172,B,2,7,7
183,5,2,s,2
244,9,0,s,9
641,2,0,5,5
854,4,9,5,5
108,4,5,s,0
897,2,9,6,6
190,0,0,0,0
2052,2,6,2,2
789,0,0,0,0
727,B,9,2,2
1248,0,0,0,0
96,5,9,5,5
508,B,7,B,B
910,0,9,6,6
573,7,4,0,0
302,2,9,5,5
564,5,9,5,5
175,0,0,0,0
409,B,7,4,4
816,5,B,7,7
1800,2,9,5,5
964,4,0,9,9
272,4,B,7,7
187,5,0,s,2
53,4,0,4,4
602,4,0,9,9
286,9,4,s,9
428,s,7,7,7
393,0,6,2,2
103,5,B,5,5
320,2,9,5,5
799,5,9,9,9
39,5,2,2,2
911,0,9,6,6
1339,0,0,0,0
224,4,0,4,4
260,9,0,s,9
511,9,5,B,B
681,0,B,4,4
494,0,7,B,B
358,7,0,s,2
1581,B,5,2,2
996,2,0,7,7
436,9,7,0,0
947,9,5,4,9
1621,0,9,0,0
264,4,B,7,7
307,0,9,5,5
908,0,9,6,6
883,0,9,5,5
724,B,9,2,2
424,s,7,7,7
153,0,0,0,0
1127,B,7,0,0
295,4,9,5,5
409,B,7,4,4
821,5,B,7,7
1097,4,9,5,5
1284,4,0,s,4
572,5,9,5,5
117,4,0,0,0
1102,4,7,4,4
566,9,4,0,0
731,B,9,2,2
1065,5,B,7,7
1122,0,9,5,5
905,7,4,0,0
471,9,6,2,2
1208,5,9,s,9
48,4,0,4,4
266,9,9,s,9
1282,A,7,A,A
109,4,0,0,0
598,5,B,7,7
2952,7,B,4,4
39,4,0,0,0
997,2,0,7,7
1058,5,B,7,7
453,9,7,0,0
371,0,7,4,4
1046,5,B,7,7
621,0,4,9,9
479,9,6,2,2
914,B,2,7,7
625,2,0,5,5
470,s,6,9,9
990,2,0,7,7
775,9,9,9,9
741,B,9,2,2
461,9,6,2,2
323,7,9,s,4
630,2,0,5,5
1182,7,7,4,4
70,2,s,s,0
1201,4,0,9,9
1010,0,0,0,0
526,7,7,4,4
401,0,2,2,2
1592,0,4,0,0
705,2,0,0,0
1222,4,0,5,5
763,B,8,4,4
1691,9,7,0,0
385,0,6,2,2
857,4,9,5,5
1342,0,0,0,0
109,4,0,0,0
326,7,B,s,4
786,0,9,9,9
626,0,9,0,0
23,0,s,s,0
369,0,7,4,4
916,B,2,7,7
232,7,4,s,4
499,2,7,B,B
138,2,B,7,7
1275,4,0,s,4
751,2,0,7,7
833,4,B,7,7
548,7,9,5,5
2474,5,s,5,5
721,B,9,2,2
133,2,0,7,7
959,5,B,7,7
789,0,9,9,9
1098,4,7,0,7
768,9,9,9,9
60,2,s,s,0
1236,5,2,s,B
502,2,7,B,B
416,B,7,4,4
769,9,9,9,9
352,7,B,s,2
972,0,7,9,B
205,4,0,2,2
95,7,7,4,4
128,2,0,7,7
67,4,0,5,4
901,0,9,6,6
690,0,4,4,4
576,5,2,2,2
990,2,0,7,7
1336,0,0,0,0
184,5,2,s,2
400,7,B,7,7
1168,B,2,7,7
662,4,0,4,4
1239,2,0,7,7
119,4,0,0,0
938,7,7,4,4
1358,5,0,0,0
649,2,B,2,2
229,4,0,6,6
461,s,6,9,9
600,4,0,9,9
947,9,5,4,9
1249,0,0,0,0
1190,5,9,5,5
233,4,0,6,6
9,7,4,0,0
733,B,9,2,2
617,4,0,9,9
1064,5,B,7,7
72,4,0,7,4
536,7,9,5,5
1265,0,0,0,0
449,s,7,9,9
1216,5,0,5,5
1225,2,0,7,7
839,2,B,7,7
876,4,4,5,0
434,9,7,0,0
230,4,0,6,6
268,4,B,7,7
901,0,9,6,6
685,0,4,4,4
572,7,4,0,0
363,0,7,4,4
593,5,B,7,7
182,0,0,0,0
148,0,0,0,0
618,4,0,9,9
645,2,0,5,5
374,0,6,2,2
631,B,7,4,4
500,2,7,B,B
235,4,0,6,6
60,5,2,0,0
764,B,8,4,4
261,2,B,7,7
1355,4,0,0,0
221,4,0,4,4
501,B,7,7,7
761,B,8,4,4
1319,0,0,0,0
2301,2,2,7,7
927,B,5,7,9
2082,0,9,4,4
187,0,0,0,0
40,5,2,2,2
417,B,7,4,4
246,2,B,7,7
1704,9,6,2,2
1095,4,9,5,5
402,0,2,2,2
271,4,B,7,7
952,5,9,5,5
436,9,7,0,0
959,5,B,7,7
670,2,B,2,2
761,B,8,4,4
288,9,6,s,2
1012,0,0,0,0
164,0,0,0,0
197,7,B,s,4
542,7,9,5,5
510,7,7,4,4
1824,2,7,4,4
976,5,0,5,5
37,5,2,2,2
1480,5,9,5,5
226,4,0,4,4
494,B,7,7,7
322,2,9,5,5
2447,B,s,4,4
1182,7,7,4,4
114,4,0,0,0
507,7,7,4,4
69,4,0,5,4
207,4,0,2,2
4,7,4,0,0
958,5,B,7,7
839,2,B,7,7
691,0,4,4,4
829,4,B,7,7
170,0,0,0,0
101,5,9,5,5
2451,9,s,5,5
70,4,0,5,4
558,5,9,5,5
325,7,B,s,4
721,B,9,2,2
907,0,9,6,6
809,5,B,7,7
1016,4,9,0,0
592,5,B,7,7
992,B,7,5,7
1248,0,0,0,0
254,9,B,s,9
745,B,8,4,4
780,0,9,9,9
886,0,9,5,5
402,0,2,2,2
454,9,7,0,0
918,B,2,7,7
295,9,2,s,2
759,B,8,4,4
1260,0,0,0,0
306,0,9,5,5
1308,0,0,0,0
941,7,7,4,4
145,0,0,0,0
34,5,2,2,2
1233,2,0,7,7
1316,0,0,0,0
3396,5,4,7,7
494,0,7,B,B
119,4,0,0,0
21,7,4,0,0
2974,7,B,4,4
1213,5,0,5,5
2347,0,7,0,0
676,0,9,5,5
878,4,4,5,0
697,0,9,0,0
805,5,B,7,7
1180,7,7,4,4
92,2,s,s,B
239,4,0,6,6
720,2,0,7,7
1069,4,B,7,7
1608,0,4,0,0
419,s,7,7,7
1216,5,0,5,5
884,0,9,5,5
891,2,9,6,6
936,9,5,5,9
18,7,4,0,0
1066,5,B,7,7
1236,5,2,s,B
211,4,0,2,2
815,5,9,5,5
597,5,B,7,7
234,4,0,6,6
439,9,7,0,0
2233,0,0,s,9
600,4,0,9,9
3605,4,0,0,0
256,5,0,0,0
1047,5,B,7,7
1323,0,0,0,0
1311,0,0,0,0
87,7,7,4,4
151,5,9,s,2
10,7,4,0,0
632,2,0,5,5
1330,0,0,0,0
1208,2,0,9,9
618,4,0,9,9
302,9,4,s,2
474,s,6,9,9
186,0,0,0,0
3389,B,4,7,7
228,4,0,6,6
1101,4,7,4,4
413,B,7,4,4
842,s,2,s,B
2284,2,2,s,7
176,0,0,0,0
29,5,2,2,2
936,7,7,4,4
92,7,7,4,4
238,4,0,6,6
1663,B,7,4,4
1289,0,0,0,0
1178,7,7,4,4
478,s,6,9,9
716,0,9,0,0
953,5,9,5,5
1184,7,7,4,4
87,7,7,4,4
104,4,7,s,0
1115,4,9,5,5
1428,7,B,9,7
379,0,4,0,0
1018,4,9,0,0
15,7,4,0,0
529,7,9,5,5
413,B,7,4,4
63,2,s,s,0
962,4,0,9,9
578,5,2,2,2
697,0,9,0,0
707,0,9,0,0
2418,7,4,4,4
1263,0,0,0,0
1274,0,0,0,0
1323,0,0,0,0
188,0,0,0,0
505,B,7,B,B
601,4,0,9,9
70,4,0,5,4
52,4,0,4,4
997,2,0,7,7
1230,5,2,s,B
528,7,9,5,5
94,7,7,4,4
441,9,7,0,0
843,s,2,s,B
895,2,9,6,6
1157,B,2,7,7
522,7,7,4,4
501,B,7,7,7
172,0,0,0,0
688,0,4,4,4
39,5,2,2,2
748,2,0,7,7
342,7,0,s,2
967,2,0,9,9
196,7,B,s,4
2278,2,5,5,5
276,9,6,s,9
248,2,B,7,7
491,B,7,7,7
711,4,0,0,0
38,5,2,2,2
536,7,9,5,5
571,5,9,5,5
300,2,9,5,5
807,5,B,7,7
1061,5,B,7,7
1276,4,0,s,4
561,5,9,5,5
824,5,B,7,7
2423,7,4,4,4
643,2,0,5,5
488,B,7,7,7
3509,5,0,2,2
0,7,4,0,0
956,5,B,7,7
54,4,0,4,4
1272,0,0,0,0
1338,0,0,0,0
660,2,B,2,2
683,0,B,4,4
1345,0,0,0,0
453,s,7,9,9
655,5,2,4,4
339,2,7,4,4
350,7,B,s,2
1298,0,0,0,0
897,2,9,6,6
297,4,9,5,5
680,0,B,4,4
462,9,6,2,2
804,5,B,7,7
43,5,2,2,2
964,4,0,9,9
721,2,0,7,7
206,4,0,2,2
709,0,9,0,0
418,B,7,4,4
831,4,B,7,7
877,2,9,5,5
425,B,7,4,4
556,5,9,5,5
970,2,0,9,9
688,0,4,4,4
973,0,7,9,B
232,4,0,6,6
602,4,0,9,9
697,0,9,0,0
2497,B,7,7,7
96,5,9,5,5
1061,5,B,7,7
1007,2,B,7,7
1029,4,9,0,0
2250,0,0,9,9
1420,7,B,2,7
124,2,0,7,7
285,4,7,4,4
1801,9,9,9,9
1807,2,2,5,5
119,4,0,0,0
583,5,2,2,2
712,0,9,0,0
456,9,6,2,2
650,4,0,4,4
684,0,4,4,4
351,0,7,4,4
3016,6,9,2,2
324,2,7,4,4
726,B,9,2,2
450,s,7,9,9
257,4,B,7,7
2276,2,5,5,5
2178,B,s,9,9
924,B,2,7,7
105,4,7,s,0
265,4,B,7,7
648,2,B,2,2
808,s,0,0,0
1526,4,7,0,0
703,0,9,0,0
1265,0,0,0,0
1113,4,9,5,5
1152,B,2,7,7
1294,0,0,0,0
696,0,9,0,0
787,0,9,9,9
626,2,0,5,5
155,5,9,s,2
975,5,0,5,5
347,7,0,s,2
1474,5,9,9,9
2181,B,s,9,9
379,6,9,s,2
995,2,0,7,7
410,B,7,4,4
402,0,2,2,2
541,7,9,5,5
58,4,0,4,4
519,7,7,4,4
1288,A,7,A,A
2965,7,B,4,4
1283,0,0,0,0
1256,0,0,0,0
775,0,0,0,0
842,4,B,7,7
1178,7,7,4,4
179,5,4,s,2
3265,2,9,B,B
970,2,0,9,9
1581,B,5,2,2
924,B,2,7,7
772,9,9,9,9
437,9,7,0,0
46,5,2,2,2
1258,0,0,0,0
1237,2,0,7,7
1310,0,0,0,0
1040,5,0,9,9
1735,B,7,7,7
952,5,9,5,5
668,2,B,2,2
3,7,4,0,0
335,2,6,2,2
390,0,6,2,2
1258,0,0,0,0
944,7,7,4,4
364,0,7,4,4
585,5,B,7,7
1027,4,9,0,0
818,5,B,7,7
463,s,6,9,9
1119,B,7,0,0
635,2,0,5,5
1047,5,B,7,7
519,7,7,4,4
1333,2,B,s,7
201,4,0,0,0
460,4,8,4,4
391,7,B,7,7
1025,2,0,0,0
621,4,0,9,9
1117,B,7,0,0
1227,2,0,7,7
807,5,B,7,7
337,2,7,4,4
947,7,7,4,4
690,0,4,4,4
1877,7,5,B,B
885,0,9,5,5
702,0,9,0,0
315,2,9,5,5
25,5,2,2,2
1946,9,0,9,9
1101,4,7,4,4
252,9,B,s,9
998,2,0,7,7
613,B,2,2,2
1085,4,B,7,7
850,4,B,7,7
2205,B,s,8,8
1766,4,5,7,7
849,4,B,7,7
156,0,0,0,0
138,4,B,s,0
1077,2,B,7,7
1025,2,0,0,0
1261,4,9,s,0
774,9,9,9,9
753,2,0,7,7
856,4,9,5,5
898,2,9,6,6
1333,0,0,0,0
840,4,B,7,7
714,5,0,0,0
1005,2,B,7,7
1266,0,0,0,0
728,B,9,2,2
1820,2,5,5,5
1095,4,9,5,5
892,2,9,6,6
75,2,s,s,B
1310,0,0,0,0
1718,9,6,2,2
299,9,2,s,2
814,5,9,5,5
29,5,2,2,2
89,7,7,4,4
568,5,9,5,5
285,4,7,4,4
2123,9,9,9,9
1255,0,0,0,0
309,0,9,5,5
1322,0,0,0,0
278,4,9,5,5
588,5,B,7,7
8,7,4,0,0
142,2,B,7,7
1261,0,0,0,0
1063,5,B,7,7
784,0,0,0,0
537,7,9,5,5
1702,9,7,0,0
20,7,4,0,0
80,2,s,s,B
754,B,8,4,4
1323,2,B,s,7
550,4,0,0,0
497,B,7,7,7
428,B,7,4,4
764,B,8,4,4
237,4,0,6,6
1283,0,0,0,0
323,2,9,5,5
1129,2,9,6,6
513,7,7,4,4
1232,2,0,7,7
967,2,7,B,B
344,7,0,s,2
843,4,B,7,7
789,0,9,9,9
968,2,0,9,9
537,4,0,0,0
72,4,0,7,4
1198,5,B,7,7
124,2,0,7,7
943,7,7,4,4
779,9,9,9,9
603,4,0,9,9
423,B,7,4,4
698,4,0,0,0
624,2,0,5,5
1280,0,0,0,0
326,2,7,4,4
199,4,0,0,0
476,9,6,2,2
873,4,4,7,0
326,2,7,4,4
1242,2,B,7,7
1170,B,2,7,7
1454,2,9,0,0
1289,0,0,0,0
1658,B,7,4,4
2863,5,9,2,2
334,2,6,2,2
801,5,9,9,9
73,4,0,7,4
2351,0,7,0,0
1228,2,0,7,7
199,4,0,0,0
139,4,B,s,0
1116,2,9,5,5
752,B,8,4,4
78,4,0,7,4
1321,0,0,0,0
642,2,B,4,4
701,0,9,0,0
1092,4,9,5,5
1091,4,B,7,7
480,B,7,7,7
749,2,0,7,7
60,4,0,5,4
1047,5,B,7,7
107,5,B,5,5
2485,2,s,5,5
2748,4,2,5,5
58,4,0,4,4
558,5,9,5,5
697,4,0,0,0
400,7,B,7,7
811,5,9,5,5
650,4,0,4,4
113,4,0,0,0
1287,0,0,0,0
1062,2,6,2,2
548,7,9,5,5
226,4,0,4,4
164,0,0,0,0
151,0,0,0,0
1942,7,B,0,0
637,0,9,4,4
103,5,B,5,5
104,5,B,5,5
118,4,0,0,0
212,7,B,s,4
1730,B,9,2,2
728,B,9,2,2
1234,5,2,s,B
1310,2,0,s,5
1126,0,9,5,5
83,4,0,7,4
4,7,4,0,0
650,4,0,4,4
670,2,B,2,2
121,4,4,s,0
547,7,9,5,5
1137,2,9,6,6
698,4,0,0,0
214,7,B,s,4
1211,2,0,9,9
2144,5,9,2,2
293,4,9,5,5
1174,7,2,7,7
542,2,9,6,6
1061,5,B,7,7
290,4,9,5,5
452,s,7,9,9
284,4,7,4,4
542,7,9,5,5
786,9,4,0,0
356,B,7,4,4
917,B,2,7,7
2902,5,B,7,7
692,0,4,4,4
241,9,0,s,9
623,9,0,2,2
663,2,B,2,2
1201,4,0,9,9
717,0,9,0,0
978,4,0,5,5
1079,2,B,7,7
1320,0,0,0,0
387,0,6,2,2
479,9,6,2,2
457,9,6,2,2
550,7,9,5,5
529,4,0,0,0
900,0,9,6,6
214,4,0,2,2
574,5,9,5,5
573,5,9,5,5
654,2,B,2,2
665,4,0,4,4
1277,0,0,0,0
884,4,4,7,0
278,4,9,5,5
88,7,7,4,4
845,4,B,7,7
319,2,9,5,5
488,B,7,7,7
248,9,0,s,9
515,7,7,4,4
318,2,9,5,5
808,5,B,7,7
104,5,B,5,5
2858,5,9,2,2
3110,2,5,4,5
29,0,s,s,0
1005,2,B,7,7
144,0,0,0,0
629,2,0,5,5
4,7,4,0,0
1457,2,9,0,0
1231,2,0,7,7
425,B,7,4,4
654,5,2,4,4
173,0,0,0,0
988,2,0,7,7
993,2,0,7,7
628,2,0,5,5
33,5,2,2,2
604,4,0,9,9
977,5,0,5,5
159,5,7,s,2
1243,2,B,7,7
30,5,2,2,2
543,2,0,0,0
3,7,4,0,0
1293,0,0,0,0
594,5,B,7,7
26,5,2,2,2
35,0,s,s,0
317,2,9,5,5
2404,0,4,4,4
592,4,2,2,2
948,5,9,5,5
1226,2,0,7,7
375,0,6,2,2
3057,4,7,4,7
802,5,9,9,9
1199,5,B,7,7
64,2,s,s,0
963,s,7,B,B
432,9,7,0,0
2470,9,s,5,5
143,2,B,7,7
853,4,9,5,5
660,2,B,2,2
734,B,9,2,2
87,7,7,4,4
387,7,B,7,7
312,5,0,9,9
2072,4,8,4,4
843,4,B,7,7
592,5,B,7,7
658,2,B,2,2
689,0,4,4,4
118,4,0,0,0
683,0,B,4,4
966,2,7,B,B
206,4,0,2,2
373,0,6,2,2
3484,7,0,4,4
224,4,0,4,4
1239,2,0,7,7
1167,B,2,7,7
274,4,B,7,7
1306,0,0,0,0
424,B,7,4,4
168,0,0,0,0
804,5,B,7,7
768,9,9,9,9
625,2,0,5,5
519,7,7,4,4
500,B,7,7,7
1006,B,7,2,7
1147,0,9,6,6
1313,0,0,0,0
258,2,B,7,7
195,4,0,0,0
402,0,2,2,2
752,B,8,4,4
1145,9,6,2,2
36,5,2,2,2
948,5,9,5,5
7,7,4,0,0
376,0,6,2,2
2419,7,4,4,4
1306,0,0,0,0
876,2,9,5,5
948,5,9,5,5
628,2,0,5,5
1113,4,9,5,5
318,2,9,5,5
801,5,9,9,9
1262,0,0,0,0
1964,9,0,9,9
464,9,6,2,2
380,0,4,0,0
88,2,s,s,B
450,9,7,0,0
913,B,2,7,7
890,7,4,4,0
292,4,9,5,5
381,0,4,0,0
2,7,4,0,0
1060,5,B,7,7
862,4,7,4,4
1037,0,9,9,9
1004,2,B,7,7
898,2,9,6,6
1253,0,0,0,0
1059,5,B,7,7
2146,9,s,9,9
1021,2,9,B,0
766,B,8,4,4
892,2,9,6,6
2131,9,9,9,9
568,5,9,5,5
245,2,B,7,7
986,2,0,7,7
2197,B,s,8,8
681,0,B,4,4
246,9,0,s,9
161,5,7,s,2
1240,2,0,7,7
861,7,2,s,B
844,4,B,7,7
394,0,6,2,2
139,2,B,7,7
256,4,B,7,7
833,4,B,7,7
1030,4,0,0,0
619,9,0,2,2
1492,5,7,0,0
263,2,B,7,7
399,0,2,2,2
1207,2,0,9,9
996,2,0,7,7
706,0,9,0,0
1270,0,0,0,0
211,4,0,2,2
187,0,0,0,0
1313,0,0,0,0
440,9,7,0,0
1095,4,9,5,5
834,2,B,7,7
1307,0,0,0,0
470,9,6,2,2
925,B,2,7,7
802,5,9,9,9
582,5,B,7,7
184,5,2,s,2
169,5,5,s,2
1332,0,0,0,0
433,s,7,9,9
123,2,0,7,7
258,9,0,s,9
967,2,0,9,9
930,0,5,9,9
940,7,7,4,4
1220,4,0,5,5
797,5,9,9,9
197,4,0,0,0
1875,0,5,2,2
859,7,2,s,B
691,0,4,4,4
942,7,7,4,4
570,5,9,5,5
587,5,2,2,2
1542,5,5,5,5
1176,7,7,4,4
658,2,B,2,2
1067,5,B,7,7
599,5,2,2,2
2285,2,2,s,7
431,B,7,4,4
652,2,B,2,2
512,7,7,4,4
246,9,0,s,9
222,4,0,4,4
540,2,0,0,0
97,5,9,5,5
1007,2,B,7,7
327,2,7,4,4
499,B,7,7,7
209,4,0,2,2
2754,5,2,5,5
1394,9,B,2,2
1046,5,B,7,7
226,4,0,4,4
217,4,0,4,4
790,0,9,9,9
1240,2,0,7,7
567,5,9,5,5
1164,7,0,7,7
948,5,9,5,5
354,B,7,4,4
1294,0,0,0,0
1041,5,0,9,9
586,5,B,7,7
730,B,9,2,2
341,2,7,4,4
820,5,B,7,7
965,4,0,9,9
451,9,7,0,0
1336,0,0,0,0
1074,2,B,7,7
1664,B,7,4,4
83,4,0,7,4
98,5,9,5,5
957,5,B,7,7
754,B,8,4,4
1183,7,7,4,4
1267,0,0,0,0
677,0,9,5,5
2007,2,9,5,5
1516,4,7,0,0
87,7,7,4,4
903,7,4,0,0
1096,4,9,5,5
142,2,B,7,7
478,9,6,2,2
224,4,0,4,4
995,2,0,7,7
612,4,0,9,9
342,2,7,4,4
1275,0,0,0,0
800,5,9,9,9
224,7,5,s,4
244,9,0,s,9
1304,0,0,0,0
426,B,7,4,4
970,2,0,9,9
1200,5,4,s,9
1204,4,0,9,9
848,4,B,7,7
448,9,7,0,0
584,5,B,7,7
604,2,2,2,2
618,4,0,9,9
259,2,B,7,7
1136,2,9,6,6
849,4,B,7,7
940,7,7,4,4
868,4,9,5,5
411,B,7,4,4
1142,0,9,6,6
304,2,9,5,5
311,0,9,5,5
389,7,B,7,7
34,5,2,2,2
226,7,5,s,4
601,2,2,2,2
1205,4,0,9,9
2715,s,9,5,5
167,5,9,s,2
388,0,6,2,2
1021,2,0,0,0
860,4,7,4,4
81,4,0,7,4
1288,0,0,0,0
581,5,B,7,7
1088,4,B,7,7
445,4,8,4,4
976,5,0,5,5
396,7,B,7,7
639,2,0,5,5
1100,4,7,4,4
2540,7,7,B,B
481,B,7,7,7
7,s,s,0,0
348,0,7,4,4
631,2,0,5,5
1140,0,9,6,6
131,4,2,s,0
816,5,B,7,7
1227,2,0,7,7
904,7,4,0,0
1067,5,B,7,7
138,4,B,s,0
657,5,2,4,4
943,7,7,4,4
397,7,B,7,7
223,4,0,4,4
874,4,9,5,5
670,2,B,2,2
1613,0,4,0,0
963,4,0,9,9
1342,0,0,0,0
557,5,9,5,5
1131,2,9,6,6
1051,0,9,4,9
972,5,0,5,5
382,0,4,0,0
1071,4,B,7,7
949,5,9,5,5
766,B,8,4,4
102,5,B,5,5
777,9,9,9,9
900,0,9,6,6
767,B,8,4,4
280,9,6,s,9
264,4,B,7,7
697,4,0,0,0
195,4,0,0,0
2209,0,s,9,9
1096,4,9,5,5
1104,4,9,5,5
342,2,7,4,4
1963,9,0,9,9
680,A,5,2,2
362,6,9,s,2
420,B,7,4,4
35,5,2,2,2
624,2,0,5,5
799,5,9,9,9
1111,9,7,2,2
875,4,9,5,5
582,5,B,7,7
1239,2,0,7,7
552,5,9,5,5
1194,5,B,7,7
77,4,0,7,4
489,B,7,7,7
911,0,9,6,6
474,9,6,2,2
903,0,9,6,6
169,0,0,0,0
424,B,7,4,4
516,7,7,4,4
1220,4,0,5,5
424,s,7,7,7
593,5,B,7,7
22,7,4,0,0
55,4,0,4,4
295,4,9,5,5
379,0,4,0,0
483,B,7,7,7
625,2,0,5,5
594,5,B,7,7
223,4,0,4,4
1252,0,0,0,0
967,2,0,9,9
1212,5,0,5,5
716,0,9,0,0
370,0,7,4,4
673,0,B,4,4
881,2,9,5,5
2567,7,9,9,9
207,4,0,2,2
420,B,7,4,4
1266,0,0,0,0
472,s,6,9,9
993,B,7,5,7
518,7,4,B,B
85,7,7,4,4
212,4,0,2,2
113,4,0,0,0
849,4,B,7,7
884,0,9,5,5
1179,7,7,4,4
668,2,B,2,2
876,4,4,5,0
88,7,7,4,4
148,0,0,0,0
1321,0,0,0,0
116,4,0,0,0
860,4,7,4,4
579,5,2,2,2
349,0,7,4,4
240,2,B,7,7
888,2,9,6,6
1052,5,9,5,5
206,4,0,2,2
1291,0,0,0,0
127,2,0,7,7
144,9,2,5,5
504,7,7,4,4
61,4,0,5,4
516,7,7,4,4
492,B,7,7,7
1324,0,0,0,0
1343,0,0,0,0
267,4,B,7,7
625,2,0,5,5
1135,2,9,6,6
1312,0,0,0,0
238,4,0,6,6
2275,2,5,5,5
677,0,B,4,4
283,4,7,4,4
958,5,B,7,7
1048,5,B,7,7
983,2,7,B,B
941,7,7,4,4
76,4,0,7,4
38,0,s,s,0
776,0,0,0,0
1053,5,9,5,5
724,B,9,2,2
982,4,0,5,5
435,9,7,0,0
2241,0,0,9,9
749,B,8,4,4
222,4,0,4,4
344,7,0,s,2
1152,B,2,7,7
1104,9,7,2,2
859,4,7,4,4
997,2,0,7,7
501,B,7,7,7
471,9,6,2,2
526,7,7,4,4
749,B,8,4,4
488,B,7,7,7
310,0,9,5,5
939,7,7,4,4
942,7,7,4,4
646,2,0,5,5
197,4,0,0,0
530,7,9,5,5
1007,2,B,7,7
812,5,9,5,5
899,2,9,6,6
684,0,9,5,5
176,5,4,s,2
1936,7,4,4,4
572,5,9,5,5
507,B,7,B,B
744,B,8,4,4
316,7,7,s,4
1229,2,0,7,7
1697,9,7,0,0
307,9,6,s,2
55,4,0,4,4
439,s,7,9,9
1166,B,2,7,7
445,s,7,9,9
365,0,7,4,4
